Time (s),Load (lbf),Machine Extension (in),Extension (in)
0.6506,0.014916,0.0095623,0.0095623
0.6516,0.014923,0.0095702,0.0095702
0.6526,0.014929,0.0095780,0.0095780
0.6536,0.014935,0.0095859,0.0095859
0.6546,0.014941,0.0095938,0.0095938
0.6556,0.014948,0.0096016,0.0096016
0.6566,0.014954,0.0096095,0.0096095
0.6576,0.014960,0.0096173,0.0096173
0.6586,0.014966,0.0096252,0.0096252
0.6596,0.014973,0.0096331,0.0096331
0.6605,0.014979,0.0096409,0.0096409
0.6615,0.014985,0.0096488,0.0096488
0.6625,0.014992,0.0096566,0.0096566
0.6635,0.014998,0.0096645,0.0096645
0.6645,0.015004,0.0096723,0.0096723
0.6655,0.015010,0.0096802,0.0096802
0.6665,0.015017,0.0096932,0.0096932
0.6675,0.015023,0.0097074,0.0097074
0.6685,0.015029,0.0097216,0.0097216
0.6695,0.015036,0.0097357,0.0097357
0.6705,0.015042,0.0097499,0.0097499
0.6715,0.015048,0.0097640,0.0097640
0.6725,0.015054,0.0097782,0.0097782
0.6735,0.015061,0.0097923,0.0097923
0.6745,0.015067,0.0098065,0.0098065
0.6755,0.015073,0.0098206,0.0098206
0.6765,0.015079,0.0098348,0.0098348
0.6775,0.015086,0.0098489,0.0098489
0.6785,0.015092,0.0098631,0.0098631
0.6794,0.015098,0.0098774,0.0098774
0.6804,0.015105,0.0098942,0.0098942
0.6814,0.015111,0.0099109,0.0099109
0.6824,0.015117,0.0099277,0.0099277
0.6834,0.015123,0.0099444,0.0099444
0.6844,0.015130,0.0099612,0.0099612
0.6854,0.015136,0.0099779,0.0099779
0.6864,0.015142,0.0099947,0.0099947
0.6874,0.015149,0.010011,0.010011
0.6884,0.015155,0.010028,0.010028
0.6894,0.015161,0.010045,0.010045
0.6904,0.015167,0.010062,0.010062
0.6914,0.015174,0.010078,0.010078
0.6924,0.015180,0.010095,0.010095
0.6934,0.015186,0.010112,0.010112
0.6944,0.015192,0.010129,0.010129
0.6954,0.015199,0.010145,0.010145
0.6964,0.015205,0.010162,0.010162
0.6974,0.015211,0.010179,0.010179
0.6983,0.015218,0.010196,0.010196
0.6993,0.015224,0.010212,0.010212
0.7003,0.015230,0.010228,0.010228
0.7013,0.015236,0.010242,0.010242
0.7023,0.015243,0.010256,0.010256
0.7033,0.015249,0.010270,0.010270
0.7043,0.015255,0.010284,0.010284
0.7053,0.015262,0.010298,0.010298
0.7063,0.015268,0.010312,0.010312
0.7073,0.015274,0.010326,0.010326
0.7083,0.015280,0.010340,0.010340
0.7093,0.015287,0.010354,0.010354
0.7103,0.015293,0.010368,0.010368
0.7113,0.015299,0.010382,0.010382
0.7123,0.015306,0.010396,0.010396
0.7133,0.015312,0.010410,0.010410
0.7143,0.015318,0.010424,0.010424
0.7153,0.015324,0.010438,0.010438
0.7163,0.015331,0.010452,0.010452
0.7172,0.015337,0.010466,0.010466
0.7182,0.015343,0.010480,0.010480
0.7192,0.015349,0.010494,0.010494
0.7202,0.015356,0.010515,0.010515
0.7212,0.015362,0.010538,0.010538
0.7222,0.015368,0.010561,0.010561
0.7232,0.015375,0.010584,0.010584
0.7242,0.015381,0.010607,0.010607
0.7252,0.015387,0.010630,0.010630
0.7262,0.015393,0.010653,0.010653
0.7272,0.015400,0.010676,0.010676
0.7282,0.015406,0.010699,0.010699
0.7292,0.015412,0.010722,0.010722
0.7302,0.015419,0.010752,0.010752
0.7312,0.015425,0.010782,0.010782
0.7322,0.015431,0.010811,0.010811
0.7332,0.015437,0.010841,0.010841
0.7342,0.015444,0.010871,0.010871
0.7352,0.015450,0.010900,0.010900
0.7362,0.015456,0.010930,0.010930
0.7371,0.015462,0.010959,0.010959
0.7381,0.015469,0.010989,0.010989
0.7391,0.015475,0.011019,0.011019
0.7401,0.015481,0.011048,0.011048
0.7411,0.015488,0.011078,0.011078
0.7421,0.015494,0.011108,0.011108
0.7431,0.015500,0.011137,0.011137
0.7441,0.015506,0.011167,0.011167
0.7451,0.015513,0.011196,0.011196
0.7461,0.015519,0.011226,0.011226
0.7471,0.015525,0.011254,0.011254
0.7481,0.015532,0.011277,0.011277
0.7491,0.015538,0.011300,0.011300
0.7501,0.015544,0.011324,0.011324
0.7511,0.015550,0.011347,0.011347
0.7521,0.015557,0.011370,0.011370
0.7531,0.015563,0.011393,0.011393
0.7541,0.015569,0.011417,0.011417
0.7551,0.015575,0.011435,0.011435
0.7560,0.015582,0.011447,0.011447
0.7570,0.015588,0.011460,0.011460
0.7580,0.015594,0.011472,0.011472
0.7590,0.015601,0.011484,0.011484
0.7600,0.015607,0.011497,0.011497
0.7610,0.015613,0.011509,0.011509
0.7620,0.015619,0.011521,0.011521
0.7630,0.015626,0.011534,0.011534
0.7640,0.015632,0.011546,0.011546
0.7650,0.015638,0.011554,0.011554
0.7660,0.015645,0.011560,0.011560
0.7670,0.015651,0.011566,0.011566
0.7680,0.015657,0.011572,0.011572
0.7690,0.015663,0.011578,0.011578
0.7700,0.015670,0.011584,0.011584
0.7710,0.015676,0.011589,0.011589
0.7720,0.015682,0.011595,0.011595
0.7730,0.015688,0.011601,0.011601
0.7740,0.015695,0.011607,0.011607
0.7749,0.015701,0.011613,0.011613
0.7759,0.015707,0.011619,0.011619
0.7769,0.015714,0.011625,0.011625
0.7779,0.015720,0.011631,0.011631
0.7789,0.015726,0.011636,0.011636
0.7799,0.015732,0.011642,0.011642
0.7809,0.015739,0.011648,0.011648
0.7819,0.015745,0.011654,0.011654
0.7829,0.015751,0.011666,0.011666
0.7839,0.015758,0.011679,0.011679
0.7849,0.015764,0.011691,0.011691
0.7859,0.015770,0.011703,0.011703
0.7869,0.015776,0.011715,0.011715
0.7879,0.015783,0.011728,0.011728
0.7889,0.015789,0.011740,0.011740
0.7899,0.015795,0.011752,0.011752
0.7909,0.015802,0.011764,0.011764
0.7919,0.015808,0.011777,0.011777
0.7929,0.015814,0.011789,0.011789
0.7938,0.015820,0.011802,0.011802
0.7948,0.015827,0.011820,0.011820
0.7958,0.015833,0.011837,0.011837
0.7968,0.015839,0.011855,0.011855
0.7978,0.015845,0.011873,0.011873
0.7988,0.015852,0.011890,0.011890
0.7998,0.015858,0.011908,0.011908
0.8008,0.015864,0.011925,0.011925
0.8018,0.015871,0.011943,0.011943
0.8028,0.015877,0.011960,0.011960
0.8038,0.015883,0.011978,0.011978
0.8048,0.015889,0.011996,0.011996
0.8058,0.015896,0.012013,0.012013
0.8068,0.015902,0.012031,0.012031
0.8078,0.015908,0.012048,0.012048
0.8088,0.015915,0.012066,0.012066
0.8098,0.015921,0.012084,0.012084
0.8108,0.015927,0.012101,0.012101
0.8118,0.015933,0.012119,0.012119
0.8128,0.015940,0.012136,0.012136
0.8137,0.015946,0.012154,0.012154
0.8147,0.015952,0.012171,0.012171
0.8157,0.015958,0.012189,0.012189
0.8167,0.015965,0.012207,0.012207
0.8177,0.015971,0.012224,0.012224
0.8187,0.015977,0.012242,0.012242
0.8197,0.015984,0.012259,0.012259
0.8207,0.015990,0.012277,0.012277
0.8217,0.015996,0.012294,0.012294
0.8227,0.016002,0.012312,0.012312
0.8237,0.016009,0.012330,0.012330
0.8247,0.016015,0.012347,0.012347
0.8257,0.016021,0.012365,0.012365
0.8267,0.016028,0.012382,0.012382
0.8277,0.016034,0.012405,0.012405
0.8287,0.016040,0.012428,0.012428
0.8297,0.016046,0.012451,0.012451
0.8307,0.016053,0.012474,0.012474
0.8317,0.016059,0.012497,0.012497
0.8326,0.016065,0.012520,0.012520
0.8336,0.016071,0.012543,0.012543
0.8346,0.016078,0.012566,0.012566
0.8356,0.016084,0.012589,0.012589
0.8366,0.016090,0.012612,0.012612
0.8376,0.016097,0.012635,0.012635
0.8386,0.016103,0.012659,0.012659
0.8396,0.016109,0.012682,0.012682
0.8406,0.016115,0.012705,0.012705
0.8416,0.016122,0.012729,0.012729
0.8426,0.016128,0.012753,0.012753
0.8436,0.016134,0.012778,0.012778
0.8446,0.016141,0.012802,0.012802
0.8456,0.016147,0.012826,0.012826
0.8466,0.016153,0.012850,0.012850
0.8476,0.016159,0.012875,0.012875
0.8486,0.016166,0.012899,0.012899
0.8496,0.016172,0.012923,0.012923
0.8506,0.016178,0.012947,0.012947
0.8515,0.016184,0.012972,0.012972
0.8525,0.016191,0.012996,0.012996
0.8535,0.016197,0.013020,0.013020
0.8545,0.016203,0.013042,0.013042
0.8555,0.016210,0.013058,0.013058
0.8565,0.016216,0.013075,0.013075
0.8575,0.016222,0.013092,0.013092
0.8585,0.016228,0.013109,0.013109
0.8595,0.016235,0.013126,0.013126
0.8605,0.016241,0.013143,0.013143
0.8615,0.016247,0.013160,0.013160
0.8625,0.016254,0.013172,0.013172
0.8635,0.016260,0.013181,0.013181
0.8645,0.016266,0.013190,0.013190
0.8655,0.016272,0.013199,0.013199
0.8665,0.016279,0.013208,0.013208
0.8675,0.016285,0.013217,0.013217
0.8685,0.016291,0.013226,0.013226
0.8695,0.016298,0.013235,0.013235
0.8704,0.016304,0.013244,0.013244
0.8714,0.016310,0.013253,0.013253
0.8724,0.016316,0.013262,0.013262
0.8734,0.016323,0.013271,0.013271
0.8744,0.016329,0.013280,0.013280
0.8754,0.016335,0.013288,0.013288
0.8764,0.016341,0.013297,0.013297
0.8774,0.016348,0.013306,0.013306
0.8784,0.016354,0.013315,0.013315
0.8794,0.016360,0.013324,0.013324
0.8804,0.016367,0.013333,0.013333
0.8814,0.016373,0.013342,0.013342
0.8824,0.016379,0.013351,0.013351
0.8834,0.016385,0.013363,0.013363
0.8844,0.016392,0.013376,0.013376
0.8854,0.016398,0.013388,0.013388
0.8864,0.016404,0.013401,0.013401
0.8874,0.016411,0.013414,0.013414
0.8884,0.016417,0.013426,0.013426
0.8893,0.016423,0.013439,0.013439
0.8903,0.016429,0.013452,0.013452
0.8913,0.016436,0.013464,0.013464
0.8923,0.016442,0.013477,0.013477
0.8933,0.016448,0.013489,0.013489
0.8943,0.016454,0.013503,0.013503
0.8953,0.016461,0.013521,0.013521
0.8963,0.016467,0.013539,0.013539
0.8973,0.016473,0.013557,0.013557
0.8983,0.016480,0.013575,0.013575
0.8993,0.016486,0.013593,0.013593
0.9003,0.016492,0.013611,0.013611
0.9013,0.016498,0.013629,0.013629
0.9023,0.016505,0.013647,0.013647
0.9033,0.016511,0.013665,0.013665
0.9043,0.016517,0.013683,0.013683
0.9053,0.016524,0.013701,0.013701
0.9063,0.016530,0.013719,0.013719
0.9073,0.016536,0.013737,0.013737
0.9083,0.016542,0.013755,0.013755
0.9092,0.016549,0.013773,0.013773
0.9102,0.016555,0.013791,0.013791
0.9112,0.016561,0.013809,0.013809
0.9122,0.016567,0.013827,0.013827
0.9132,0.016574,0.013845,0.013845
0.9142,0.016580,0.013863,0.013863
0.9152,0.016586,0.013881,0.013881
0.9162,0.016593,0.013896,0.013896
0.9172,0.016599,0.013907,0.013907
0.9182,0.016605,0.013918,0.013918
0.9192,0.016611,0.013930,0.013930
0.9202,0.016618,0.013941,0.013941
0.9212,0.016624,0.013953,0.013953
0.9222,0.016630,0.013964,0.013964
0.9232,0.016637,0.013975,0.013975
0.9242,0.016643,0.013987,0.013987
0.9252,0.016649,0.013998,0.013998
0.9262,0.016655,0.014010,0.014010
0.9272,0.016662,0.014021,0.014021
0.9281,0.016668,0.014032,0.014032
0.9291,0.016674,0.014044,0.014044
0.9301,0.016680,0.014055,0.014055
0.9311,0.016687,0.014067,0.014067
0.9321,0.016693,0.014078,0.014078
0.9331,0.016699,0.014089,0.014089
0.9341,0.016706,0.014101,0.014101
0.9351,0.016712,0.014112,0.014112
0.9361,0.016718,0.014124,0.014124
0.9371,0.016724,0.014135,0.014135
0.9381,0.016731,0.014146,0.014146
0.9391,0.016737,0.014158,0.014158
0.9401,0.016743,0.014179,0.014179
0.9411,0.016750,0.014201,0.014201
0.9421,0.016756,0.014222,0.014222
0.9431,0.016762,0.014244,0.014244
0.9441,0.016765,0.014266,0.014266
0.9451,0.016768,0.014287,0.014287
0.9461,0.016770,0.014309,0.014309
0.9470,0.016772,0.014331,0.014331
0.9480,0.016774,0.014352,0.014352
0.9490,0.016776,0.014376,0.014376
0.9500,0.016778,0.014407,0.014407
0.9510,0.016780,0.014439,0.014439
0.9520,0.016783,0.014470,0.014470
0.9530,0.016785,0.014502,0.014502
0.9540,0.016787,0.014533,0.014533
0.9550,0.016789,0.014565,0.014565
0.9560,0.016791,0.014596,0.014596
0.9570,0.016793,0.014628,0.014628
0.9580,0.016795,0.014659,0.014659
0.9590,0.016798,0.014691,0.014691
0.9600,0.016800,0.014722,0.014722
0.9610,0.016802,0.014754,0.014754
0.9620,0.016804,0.014785,0.014785
0.9630,0.016806,0.014817,0.014817
0.9640,0.016808,0.014848,0.014848
0.9650,0.016810,0.014880,0.014880
0.9659,0.016813,0.014911,0.014911
0.9669,0.016815,0.014943,0.014943
0.9679,0.016817,0.014974,0.014974
0.9689,0.016819,0.015000,0.015000
0.9699,0.016821,0.015018,0.015018
0.9709,0.016823,0.015037,0.015037
0.9719,0.016825,0.015056,0.015056
0.9729,0.016828,0.015075,0.015075
0.9739,0.016830,0.015094,0.015094
0.9749,0.016832,0.015113,0.015113
0.9759,0.016834,0.015132,0.015132
0.9769,0.016836,0.015151,0.015151
0.9779,0.016838,0.015170,0.015170
0.9789,0.016840,0.015181,0.015181
0.9799,0.016842,0.015190,0.015190
0.9809,0.016845,0.015198,0.015198
0.9819,0.016847,0.015207,0.015207
0.9829,0.016849,0.015215,0.015215
0.9839,0.016851,0.015224,0.015224
0.9849,0.016853,0.015232,0.015232
0.9858,0.016855,0.015241,0.015241
0.9868,0.016857,0.015249,0.015249
0.9878,0.016860,0.015257,0.015257
0.9888,0.016862,0.015266,0.015266
0.9898,0.016864,0.015274,0.015274
0.9908,0.016866,0.015282,0.015282
0.9918,0.016868,0.015289,0.015289
0.9928,0.016870,0.015296,0.015296
0.9938,0.016872,0.015303,0.015303
0.9948,0.016875,0.015310,0.015310
0.9958,0.016877,0.015317,0.015317
0.9968,0.016879,0.015324,0.015324
0.9978,0.016881,0.015331,0.015331
0.9988,0.016883,0.015338,0.015338
0.9998,0.016885,0.015345,0.015345
1.001,0.016887,0.015352,0.015352
1.002,0.016890,0.015360,0.015360
1.003,0.016892,0.015375,0.015375
1.004,0.016894,0.015390,0.015390
1.005,0.016896,0.015405,0.015405
1.006,0.016898,0.015420,0.015420
1.007,0.016900,0.015435,0.015435
1.008,0.016902,0.015450,0.015450
1.009,0.016905,0.015466,0.015466
1.010,0.016907,0.015481,0.015481
1.011,0.016909,0.015496,0.015496
1.012,0.016911,0.015511,0.015511
1.013,0.016913,0.015526,0.015526
1.014,0.016915,0.015541,0.015541
1.015,0.016917,0.015556,0.015556
1.016,0.016920,0.015571,0.015571
1.017,0.016922,0.015586,0.015586
1.018,0.016924,0.015601,0.015601
1.019,0.016926,0.015616,0.015616
1.020,0.016928,0.015631,0.015631
1.021,0.016930,0.015645,0.015645
1.022,0.016932,0.015659,0.015659
1.023,0.016934,0.015673,0.015673
1.024,0.016937,0.015687,0.015687
1.025,0.016939,0.015701,0.015701
1.026,0.016941,0.015715,0.015715
1.027,0.016943,0.015729,0.015729
1.028,0.016945,0.015743,0.015743
1.029,0.016947,0.015757,0.015757
1.030,0.016949,0.015771,0.015771
1.031,0.016952,0.015785,0.015785
1.032,0.016954,0.015799,0.015799
1.033,0.016956,0.015813,0.015813
1.034,0.016958,0.015827,0.015827
1.035,0.016960,0.015841,0.015841
1.036,0.016962,0.015855,0.015855
1.037,0.016964,0.015869,0.015869
1.038,0.016967,0.015881,0.015881
1.039,0.016969,0.015894,0.015894
1.040,0.016971,0.015906,0.015906
1.041,0.016973,0.015919,0.015919
1.042,0.016975,0.015932,0.015932
1.043,0.016977,0.015944,0.015944
1.044,0.016979,0.015957,0.015957
1.045,0.016982,0.015969,0.015969
1.046,0.016984,0.015982,0.015982
1.047,0.016986,0.015994,0.015994
1.048,0.016988,0.016007,0.016007
1.049,0.016990,0.016019,0.016019
1.050,0.016992,0.016032,0.016032
1.051,0.016994,0.016044,0.016044
1.052,0.016997,0.016057,0.016057
1.052,0.016999,0.016069,0.016069
1.053,0.017001,0.016082,0.016082
1.054,0.017003,0.016096,0.016096
1.055,0.017005,0.016116,0.016116
1.056,0.017007,0.016137,0.016137
1.057,0.017009,0.016157,0.016157
1.058,0.017012,0.016178,0.016178
1.059,0.017014,0.016199,0.016199
1.060,0.017016,0.016219,0.016219
1.061,0.017018,0.016240,0.016240
1.062,0.017020,0.016261,0.016261
1.063,0.017022,0.016281,0.016281
1.064,0.017024,0.016304,0.016304
1.065,0.017027,0.016332,0.016332
1.066,0.017029,0.016360,0.016360
1.067,0.017031,0.016387,0.016387
1.068,0.017033,0.016415,0.016415
1.069,0.017035,0.016443,0.016443
1.070,0.017037,0.016470,0.016470
1.071,0.017039,0.016498,0.016498
1.072,0.017041,0.016526,0.016526
1.073,0.017044,0.016553,0.016553
1.074,0.017046,0.016581,0.016581
1.075,0.017048,0.016609,0.016609
1.076,0.017050,0.016637,0.016637
1.077,0.017052,0.016664,0.016664
1.078,0.017054,0.016692,0.016692
1.079,0.017056,0.016720,0.016720
1.080,0.017059,0.016747,0.016747
1.081,0.017061,0.016775,0.016775
1.082,0.017063,0.016803,0.016803
1.083,0.017065,0.016831,0.016831
1.084,0.017067,0.016858,0.016858
1.085,0.017069,0.016886,0.016886
1.086,0.017071,0.016914,0.016914
1.087,0.017074,0.016941,0.016941
1.088,0.017076,0.016958,0.016958
1.089,0.017078,0.016970,0.016970
1.090,0.017080,0.016983,0.016983
1.091,0.017082,0.016996,0.016996
1.092,0.017084,0.017008,0.017008
1.093,0.017086,0.017021,0.017021
1.094,0.017089,0.017034,0.017034
1.095,0.017091,0.017046,0.017046
1.096,0.017093,0.017059,0.017059
1.097,0.017095,0.017071,0.017071
1.098,0.017097,0.017084,0.017084
1.099,0.017099,0.017097,0.017097
1.100,0.017101,0.017109,0.017109
1.101,0.017104,0.017122,0.017122
1.102,0.017106,0.017134,0.017134
1.103,0.017108,0.017147,0.017147
1.104,0.017110,0.017153,0.017153
1.105,0.017112,0.017159,0.017159
1.106,0.017114,0.017166,0.017166
1.107,0.017116,0.017172,0.017172
1.108,0.017119,0.017178,0.017178
1.109,0.017121,0.017184,0.017184
1.110,0.017123,0.017191,0.017191
1.111,0.017125,0.017197,0.017197
1.112,0.017127,0.017203,0.017203
1.113,0.017129,0.017209,0.017209
1.114,0.017131,0.017215,0.017215
1.115,0.017133,0.017222,0.017222
1.116,0.017136,0.017228,0.017228
1.117,0.017138,0.017234,0.017234
1.118,0.017140,0.017240,0.017240
1.119,0.017142,0.017247,0.017247
1.120,0.017144,0.017253,0.017253
1.121,0.017146,0.017259,0.017259
1.122,0.017148,0.017265,0.017265
1.123,0.017151,0.017272,0.017272
1.124,0.017153,0.017278,0.017278
1.125,0.017155,0.017284,0.017284
1.126,0.017157,0.017290,0.017290
1.127,0.017159,0.017302,0.017302
1.128,0.017161,0.017319,0.017319
1.129,0.017163,0.017337,0.017337
1.130,0.017166,0.017354,0.017354
1.131,0.017168,0.017371,0.017371
1.132,0.017170,0.017389,0.017389
1.133,0.017172,0.017406,0.017406
1.134,0.017174,0.017423,0.017423
1.135,0.017176,0.017441,0.017441
1.136,0.017178,0.017458,0.017458
1.137,0.017181,0.017475,0.017475
1.138,0.017183,0.017493,0.017493
1.139,0.017185,0.017510,0.017510
1.140,0.017187,0.017527,0.017527
1.141,0.017189,0.017545,0.017545
1.142,0.017191,0.017562,0.017562
1.143,0.017193,0.017579,0.017579
1.144,0.017196,0.017596,0.017596
1.145,0.017198,0.017614,0.017614
1.146,0.017200,0.017631,0.017631
1.147,0.017202,0.017648,0.017648
1.148,0.017204,0.017666,0.017666
1.149,0.017206,0.017683,0.017683
1.150,0.017208,0.017700,0.017700
1.151,0.017211,0.017718,0.017718
1.152,0.017213,0.017735,0.017735
1.153,0.017215,0.017752,0.017752
1.154,0.017217,0.017770,0.017770
1.155,0.017219,0.017787,0.017787
1.156,0.017221,0.017804,0.017804
1.157,0.017223,0.017822,0.017822
1.158,0.017225,0.017839,0.017839
1.159,0.017228,0.017863,0.017863
1.160,0.017230,0.017886,0.017886
1.161,0.017232,0.017909,0.017909
1.162,0.017234,0.017932,0.017932
1.163,0.017236,0.017955,0.017955
1.164,0.017238,0.017978,0.017978
1.165,0.017240,0.018001,0.018001
1.166,0.017243,0.018024,0.018024
1.167,0.017245,0.018048,0.018048
1.168,0.017247,0.018071,0.018071
1.169,0.017249,0.018094,0.018094
1.170,0.017251,0.018117,0.018117
1.171,0.017253,0.018140,0.018140
1.172,0.017255,0.018163,0.018163
1.173,0.017258,0.018186,0.018186
1.174,0.017260,0.018209,0.018209
1.175,0.017262,0.018233,0.018233
1.176,0.017264,0.018256,0.018256
1.177,0.017266,0.018279,0.018279
1.178,0.017268,0.018302,0.018302
1.179,0.017270,0.018325,0.018325
1.180,0.017273,0.018348,0.018348
1.181,0.017275,0.018371,0.018371
1.182,0.017277,0.018394,0.018394
1.183,0.017279,0.018418,0.018418
1.184,0.017281,0.018441,0.018441
1.185,0.017283,0.018464,0.018464
1.186,0.017285,0.018487,0.018487
1.187,0.017288,0.018510,0.018510
1.188,0.017290,0.018533,0.018533
1.189,0.017292,0.018556,0.018556
1.190,0.017294,0.018579,0.018579
1.191,0.017296,0.018603,0.018603
1.192,0.017298,0.018626,0.018626
1.193,0.017300,0.018649,0.018649
1.194,0.017303,0.018672,0.018672
1.195,0.017305,0.018695,0.018695
1.196,0.017307,0.018708,0.018708
1.197,0.017309,0.018718,0.018718
1.198,0.017311,0.018728,0.018728
1.199,0.017313,0.018738,0.018738
1.200,0.017315,0.018748,0.018748
1.201,0.017317,0.018758,0.018758
1.202,0.017320,0.018767,0.018767
1.203,0.017322,0.018777,0.018777
1.204,0.017324,0.018787,0.018787
1.205,0.017326,0.018797,0.018797
1.206,0.017328,0.018807,0.018807
1.207,0.017330,0.018817,0.018817
1.208,0.017332,0.018827,0.018827
1.209,0.017335,0.018837,0.018837
1.210,0.017337,0.018846,0.018846
1.211,0.017339,0.018856,0.018856
1.212,0.017341,0.018866,0.018866
1.213,0.017343,0.018876,0.018876
1.214,0.017345,0.018886,0.018886
1.215,0.017347,0.018896,0.018896
1.216,0.017350,0.018906,0.018906
1.217,0.017352,0.018916,0.018916
1.218,0.017354,0.018925,0.018925
1.219,0.017356,0.018935,0.018935
1.220,0.017358,0.018945,0.018945
1.221,0.017360,0.018955,0.018955
1.222,0.017362,0.018965,0.018965
1.223,0.017365,0.018975,0.018975
1.224,0.017367,0.018985,0.018985
1.225,0.017369,0.018995,0.018995
1.226,0.017371,0.019004,0.019004
1.227,0.017373,0.019014,0.019014
1.228,0.017375,0.019024,0.019024
1.229,0.017377,0.019034,0.019034
1.230,0.017380,0.019044,0.019044
1.231,0.017382,0.019056,0.019056
1.232,0.017384,0.019072,0.019072
1.233,0.017386,0.019088,0.019088
1.234,0.017388,0.019104,0.019104
1.235,0.017390,0.019120,0.019120
1.236,0.017392,0.019135,0.019135
1.237,0.017395,0.019151,0.019151
1.238,0.017397,0.019167,0.019167
1.239,0.017399,0.019183,0.019183
1.240,0.017401,0.019199,0.019199
1.241,0.017403,0.019215,0.019215
1.242,0.017405,0.019230,0.019230
1.243,0.017407,0.019246,0.019246
1.243,0.017410,0.019262,0.019262
1.244,0.017412,0.019278,0.019278
1.245,0.017414,0.019294,0.019294
1.246,0.017416,0.019309,0.019309
1.247,0.017418,0.019325,0.019325
1.248,0.017420,0.019341,0.019341
1.249,0.017422,0.019357,0.019357
1.250,0.017424,0.019373,0.019373
1.251,0.017427,0.019389,0.019389
1.252,0.017429,0.019404,0.019404
1.253,0.017431,0.019420,0.019420
1.254,0.017433,0.019436,0.019436
1.255,0.017435,0.019452,0.019452
1.256,0.017437,0.019468,0.019468
1.257,0.017439,0.019484,0.019484
1.258,0.017442,0.019499,0.019499
1.259,0.017444,0.019515,0.019515
1.260,0.017446,0.019531,0.019531
1.261,0.017448,0.019547,0.019547
1.262,0.017450,0.019563,0.019563
